Date and Time,Battery Voltage,CR10 Temperature,Wind Direction 10 Minutes,Wind Speed 10 Minutes,Wind Gust 10 Minutes,Hourly Average Direction,Hourly Average Speed,Hourly Maximum Gust,Hourly Gust Time,Hourly Gust Direction,Last Minute Average Temperature,Total Hourly Rain,Average RH over previous minute,Maximum Hourly Air Temperature,Minimum Hourly Air Temperature,Maximum Hourly Rainfall Rate,Time of Rainfall
01/01/2017 00:00,14.09,13.96,44.59,9.4,13.84,40,10.2,18.87,23:26,44.55,7.55,,87.3,8,7.55,,23:01
01/01/2017 01:00,14.1,13.98,45.08,8.41,11.4,40,7.43,14.25,00:01,42.12,6.922,,88.3,7.55,6.909,,00:01
01/01/2017 02:00,14.09,14,66.36,6.045,9.48,40,5.382,11.98,01:01,41.28,6.634,,86.9,6.917,6.634,,01:01
01/01/2017 03:00,14.09,14,23.18,5.477,8.39,30,6.532,13.16,02:22,36.83,6.414,,89.2,6.631,6.311,,02:01
01/01/2017 04:00,14.09,14.02,17.38,4.509,6.912,20,5.475,11.21,03:17,11.53,6.341,,88,6.44,6.308,,03:01
01/01/2017 05:00,14.09,14.05,17.79,5.249,9.51,20,4.648,9.51,04:54,25.2,6.399,,88.2,6.461,6.335,,04:01
01/01/2017 06:00,14.09,14.05,26.49,6.663,11.4,10,6.54,12.17,05:29,7.57,6.514,,89.7,6.515,6.359,,05:01
01/01/2017 07:00,14.09,14.05,26.21,6.41,9.93,40,6.655,12.46,06:09,42.54,7.05,,91.6,7.05,6.491,,06:01
01/01/2017 08:00,14.09,14.05,21.54,3.709,5.469,20,4.185,8.8,07:03,27.02,7.44,,93.1,7.46,7.06,,07:01
01/01/2017 09:00,14.09,14.07,13.5,4.913,7.81,20,4.718,7.81,08:56,15.03,7.69,,94.1,7.69,7.44,,08:01
01/01/2017 10:00,14.09,14.07,46.74,6.515,9.93,10,5.076,9.93,09:51,43.92,8.57,,93,8.57,7.68,,09:01
01/01/2017 11:00,14.09,14.07,49.5,6.693,9.96,40,6.705,12.91,10:33,44.69,9.16,,90.9,9.16,8.58,,10:01
01/01/2017 12:00,14.09,14.11,52.46,7.77,11.59,50,6.822,11.59,11:56,50.12,9.71,,84.3,9.71,9.16,,11:01
01/01/2017 13:00,14.09,14.14,62.29,8.88,14.93,60,8.14,14.93,12:53,57.64,9.98,,82.6,10.03,9.73,,12:01
01/01/2017 14:00,14.09,14.16,70.2,5.874,7.75,60,7.61,13.23,13:26,67.65,9.57,,87.2,10.02,9.57,,13:01
01/01/2017 15:00,14.09,14.2,190,9.86,20.19,190,9.91,25.41,14:22,181.4,6.238,,91.3,9.56,6.226,,14:01
01/01/2017 16:00,14.09,14.23,201.4,14.05,24.61,200,13.04,27.5,15:42,206.3,5.357,,88.4,6.233,5.35,,15:01
01/01/2017 17:00,14.09,14.18,200,9.31,17.75,200,10.91,22.94,16:11,198.9,5.025,,89.9,5.381,5.025,,16:01
01/01/2017 18:00,14.09,14.16,211.4,12.61,23.43,210,10.88,23.43,17:56,208.3,4.842,,88.3,5.012,4.834,,17:01
01/01/2017 20:00,14.09,14.09,207.4,9.02,16.79,210,8.3,16.79,19:52,210.1,5.043,,89.4,5.179,4.989,,19:01
01/01/2017 21:00,14.09,14.09,204.8,6.784,13.55,210,7.7,16.6,20:24,210.7,5.132,,90.7,5.167,5.011,,20:01
01/01/2017 22:00,14.09,14.09,201.9,8.28,16.15,200,7.87,17.33,21:36,197.4,5.252,,88.4,5.361,5.101,,21:01
01/01/2017 23:00,14.09,14.07,185.5,6.317,16.95,200,7.23,17.11,22:41,199.1,5.09,,88.1,5.327,5.09,,22:01
02/01/2017 00:00,14.09,14.07,194.5,6.281,13.1,200,7.56,16.24,23:41,207.3,5.132,,85.1,5.161,5.057,,23:01
02/01/2017 01:00,14.09,14.05,195.7,6.219,14.51,200,8.12,18.94,00:09,201.2,5.075,,85.4,5.137,4.959,,00:01
02/01/2017 02:00,14.09,14.02,203.5,9.85,16.37,200,9.25,20.51,01:14,205.8,4.9,,84.6,5.18,4.881,,01:01
02/01/2017 03:00,14.09,14.02,184.5,8.67,16.4,190,6.618,16.44,02:44,203.5,3.878,,87.1,4.949,3.878,,02:01
02/01/2017 04:00,14.09,13.98,184.7,9.55,17.3,190,8.11,18.9,03:02,185.4,3.403,,87.6,3.916,3.403,,03:01
02/01/2017 05:00,14.09,13.93,191.9,5.446,9.19,190,8.6,18.26,04:20,184.1,3.411,,88.7,3.439,3.163,,04:01
02/01/2017 06:00,14.1,13.89,202.4,7.16,13.74,210,6.701,15.22,05:13,210.3,3.877,,85.3,3.877,3.332,,05:01
02/01/2017 07:00,14.1,13.84,179.3,9.74,18.97,190,9.02,18.97,07:00,174.8,3.551,,84.1,4.01,3.464,,06:01
02/01/2017 08:00,14.1,13.82,181.4,9.59,16.08,180,8.31,16.31,07:03,179.1,3.459,,83,3.663,3.403,,07:01
02/01/2017 09:00,14.1,13.75,184.7,7.4,13.45,180,8.59,17.97,08:25,181.5,3.201,,83.6,3.471,3.15,,08:01
02/01/2017 10:00,14.1,13.69,183.2,7.95,16.5,180,8.53,17.43,09:32,175.9,3.551,,81,3.617,3.082,,09:01
02/01/2017 11:00,14.1,13.66,181.3,7.97,14.19,180,9.23,18.1,10:16,183.8,4.236,,78.3,4.265,3.538,,10:01
02/01/2017 12:00,14.1,13.66,185,8.67,18.58,190,8.79,19.29,11:21,189.1,4.719,,77.4,4.841,4.152,,11:01
02/01/2017 13:00,14.1,13.71,174.5,3.542,8.77,190,5.598,16.6,12:11,189.5,5.54,,72.2,6.096,4.502,,12:01
02/01/2017 14:00,14.1,13.8,181.5,5.687,12.56,170,5.852,13.74,13:33,158,5.964,,71.4,5.964,5.219,,13:01
02/01/2017 15:00,14.09,13.93,151.5,6.448,10.92,160,5.37,12.17,14:25,167.5,5.476,,72.7,6.29,5.377,,14:01
02/01/2017 16:00,14.09,14.05,158.6,5.217,8.9,170,5.341,11.56,15:12,169,5.072,,74.6,5.787,5.072,,15:01
02/01/2017 17:00,14.09,14.14,143.3,3.605,6.944,150,5.088,13.29,16:28,147.4,4.688,,76,5.06,4.688,,16:01
02/01/2017 18:00,14.08,14.2,134.8,4.86,9.64,130,5.62,12.65,17:19,144.7,4.346,,74.1,4.703,4.307,,17:01
02/01/2017 19:00,14.09,14.23,122.6,5.07,7.65,120,5.364,12.17,18:41,140,3.83,,76.4,4.349,3.815,,18:01
02/01/2017 20:00,14.09,14.23,115.2,4.805,9.12,120,4.647,10.5,19:10,114.1,3.342,,76.3,3.818,3.277,,19:01
02/01/2017 21:00,14.09,14.18,109.1,5.743,8.35,110,4.542,9.61,20:42,119.9,3.051,,75.5,3.288,2.984,,20:01
02/01/2017 22:00,14.09,14.14,108.8,4.149,6.719,110,4.757,9.44,21:28,129.8,2.689,,78.3,3.033,2.651,,21:01
02/01/2017 23:00,14.09,14.09,71.8,5.349,7.42,70,4.756,7.52,22:02,116.2,1.237,,88.3,2.788,1.237,,22:01
03/01/2017 00:00,14.09,14.05,73.7,5.138,6.751,70,5.512,8.48,23:07,75.3,0.863,,89.5,1.225,0.863,,23:01
03/01/2017 01:00,14.09,13.98,72.7,5.721,7.01,70,5.593,7.71,00:41,72.1,0.475,,90.5,0.859,0.475,,00:01
03/01/2017 02:00,14.1,13.91,68.08,5.432,7.01,70,5.301,7.49,01:05,68.7,0.102,,92.1,0.484,0.102,,01:01
03/01/2017 03:00,14.1,13.82,77.6,5.55,6.944,80,5.517,7.04,02:17,71.2,0.186,,91.5,0.186,-0.039,,02:01
03/01/2017 04:00,14.1,13.71,68.92,5.701,8,70,6.211,8.35,03:24,73.2,-0.328,,92.7,0.173,-0.328,,03:01
03/01/2017 05:00,14.11,13.6,70.5,4.922,6.623,70,6.373,9.57,04:15,77.3,-0.4,,93.4,-0.318,-0.464,,04:01
03/01/2017 06:00,14.11,13.46,68.18,7.1,9.12,70,6.612,9.25,05:16,74.2,-0.204,,92.5,-0.196,-0.422,,05:01
03/01/2017 07:00,14.12,13.33,65.73,6.32,9.51,70,7.12,10.34,06:36,70.2,-0.24,,92.7,-0.175,-0.259,,06:01
03/01/2017 08:00,14.12,13.17,71,6.163,8.39,70,6.669,9.89,07:45,70.7,-0.165,,92.9,-0.133,-0.251,,07:01
03/01/2017 09:00,14.12,13.04,80.1,6.644,11.08,80,6.449,11.08,08:54,87.9,0.791,,88.8,0.825,-0.151,,08:01
03/01/2017 10:00,14.12,12.9,78.1,7.19,11.02,80,7.03,12.2,09:39,78.6,1.363,,85.8,1.734,0.759,,09:01
03/01/2017 11:00,14.13,12.84,84.8,9.48,13.71,70,7.61,13.71,10:55,87.8,2.841,,81.4,2.841,1.329,,10:01
03/01/2017 12:00,14.13,12.77,81,9.08,13.84,80,9.28,15.38,11:42,83.8,3.799,,79.4,3.838,2.932,,11:01
03/01/2017 13:00,14.14,12.73,89.3,11.63,17.08,80,10.62,17.08,12:53,80.9,5.099,,75.3,5.099,3.782,,12:01
03/01/2017 14:00,14.12,12.7,87.6,10.16,14.83,90,11.06,19.45,13:13,99.8,5.584,,74,5.704,5.056,,13:01
03/01/2017 15:00,14.13,12.75,101.8,11.69,17.88,100,11.22,19.77,14:37,90.9,5.881,,71.8,5.938,5.599,,14:01
03/01/2017 16:00,14.13,12.81,91.1,10.7,21.66,100,13.11,25,15:25,92.7,5.583,,73,5.863,5.583,,15:01
03/01/2017 17:00,14.12,12.86,88,8.9,13.36,90,10.26,19.67,16:10,85.6,5.259,,76.9,5.625,5.233,,16:01
03/01/2017 18:00,14.12,12.88,78.2,10.6,14.77,80,10.59,15.83,17:38,78,4.589,,80.8,5.279,4.589,,17:01
03/01/2017 19:00,14.12,13.04,83.3,13.41,18.9,80,12.55,20.25,18:41,80.5,4.274,,83.6,4.644,4.255,,18:01
03/01/2017 20:00,14.13,12.88,85,8.28,13.45,80,11.22,17.46,19:33,88.2,4.136,,83.7,4.276,4.106,,19:01
03/01/2017 21:00,14.13,12.84,85.4,7.28,10.73,80,8.77,14.38,20:15,72.2,4.443,,82.1,4.443,4.052,,20:01
03/01/2017 22:00,14.13,12.81,96.8,9.67,15.6,90,8.31,15.6,21:55,102.5,5.116,,78.1,5.116,4.485,,21:01
03/01/2017 23:00,14.13,12.79,68.47,11.15,15.6,90,10.18,16.82,22:33,78.7,4.764,,78.5,5.192,4.764,,22:01
04/01/2017 00:00,14.13,12.77,82.8,9.76,13.32,80,9.21,15.89,23:15,73.7,4.26,,81,4.759,4.26,,23:01
04/01/2017 01:00,14.12,12.75,75.3,8.24,12.07,80,10.26,16.34,00:27,87.7,4.023,,81.6,4.312,4.017,,00:01
04/01/2017 02:00,14.13,12.73,67.68,7,11.08,80,7.95,14.25,01:05,83,4.106,,82,4.106,3.905,,01:01
04/01/2017 03:00,14.13,12.7,64.69,6.167,9.64,70,7.23,11.72,02:12,70.7,4.496,,81.5,4.501,4.102,,02:01
04/01/2017 04:00,14.13,12.68,76.3,5.747,9.93,70,6.192,11.56,03:18,71.8,5.167,,80.4,5.183,4.53,,03:01
04/01/2017 05:00,14.13,12.68,96.3,9.68,14.03,90,7.68,14.03,04:57,97,5.426,,80,5.457,5.172,,04:01
04/01/2017 06:00,14.13,12.68,84.6,9.39,12.56,90,9.06,13.42,05:01,97.5,5.275,,81.4,5.46,5.237,,05:01
04/01/2017 07:00,14.13,12.68,99.9,8.33,12.17,90,7.79,13.65,06:48,103.5,6.02,,80.9,6.032,5.267,,06:01
04/01/2017 08:00,14.13,12.7,108.1,8.47,14.58,110,7.31,14.58,08:00,111.1,6.286,,81.8,6.286,6.001,,07:01
04/01/2017 09:00,14.13,12.73,114.2,9.1,14.58,110,9.09,15.92,08:33,116.8,6.721,,82.9,6.732,6.319,,08:01
04/01/2017 10:00,14.13,12.75,118.8,9.65,15.28,110,9.33,18.13,09:08,112.9,7.39,,81.7,7.39,6.707,,09:01
04/01/2017 11:00,14.13,12.79,107.4,6.742,11.91,110,7.68,14.54,10:25,108.7,8.22,,78.6,8.36,7.4,,10:01
04/01/2017 12:00,14.13,12.86,205.5,10.91,20.25,200,9.17,21.92,11:26,207.5,6.615,,81.9,8.57,6.545,,11:01
04/01/2017 13:00,14.12,12.93,178.3,7.39,12.43,190,6.839,15.31,12:21,185.4,7.07,,71.7,7.1,6.615,,12:01
04/01/2017 14:00,14.12,12.99,188,9.96,20.19,190,10.14,25.51,13:35,178.2,7.37,,65.24,7.48,7.06,,13:01
04/01/2017 15:00,14.12,13.06,170.9,7.92,17.46,190,8.45,18.46,14:37,188.1,7.29,,57.99,7.54,7.29,,14:01
04/01/2017 16:00,14.12,13.15,181.1,7.32,14.58,180,8.43,18.46,15:19,180.3,6.854,,57.09,7.29,6.854,,15:01
04/01/2017 17:00,14.12,13.19,176.4,5.889,10.12,180,7.63,16.63,16:40,177.4,6.163,,60.27,6.821,6.154,,16:01
04/01/2017 18:00,14.12,13.24,177.8,7.79,14.86,170,6.498,14.86,18:00,193.6,5.56,,61.99,6.168,5.56,,17:01
04/01/2017 19:00,14.12,13.26,176,8.02,14.99,170,7.33,17.53,18:46,180.6,5.081,,63.6,5.55,5.081,,18:01
04/01/2017 20:00,14.12,13.24,169.3,7.55,14.16,160,7.66,14.54,19:13,182.1,4.73,,63.73,5.08,4.712,,19:01
04/01/2017 21:00,14.12,13.22,148.9,7.5,11.24,160,7.83,14.38,20:47,170.2,4.375,,65.35,4.735,4.357,,20:01
04/01/2017 22:00,14.12,13.17,153.1,6.761,11.5,160,7.37,13.68,21:12,173.1,3.878,,68.07,4.352,3.873,,21:01
04/01/2017 23:00,14.13,13.13,168,7.74,13.61,160,7.91,15.41,22:11,150.5,3.708,,69.4,3.87,3.637,,22:01
05/01/2017 00:00,14.12,13.08,162.4,6.692,11.88,160,7.89,15.38,23:27,168.9,3.668,,69.21,3.731,3.583,,23:01
05/01/2017 01:00,14.12,13.04,164.9,6.216,10.44,160,6.799,15.31,00:29,155.5,3.475,,68.5,3.68,3.472,,00:01
05/01/2017 02:00,14.12,12.99,149.7,6.756,12.46,170,6.097,12.46,01:42,170,3.11,,69.94,3.464,3.11,,01:01
05/01/2017 03:00,14.13,12.97,152.2,5.897,10.86,150,5.84,12.94,02:37,150.4,2.788,,71.6,3.17,2.788,,02:01
05/01/2017 04:00,14.13,12.95,154.5,4.076,9.28,170,5.038,11.75,03:44,175.7,2.621,,74.4,2.822,2.587,,03:01
05/01/2017 05:00,14.13,12.9,163.3,4.981,9.57,170,4.799,11.21,04:27,174.9,2.619,,75,2.764,2.579,,04:01
05/01/2017 06:00,14.13,12.86,186.5,5.28,8.87,190,4.761,12.01,05:35,180.9,2.403,,76.1,2.618,2.392,,05:01
05/01/2017 07:00,14.14,12.79,157.6,3.658,9.7,170,4.68,11.21,06:30,187.3,2.351,,77.3,2.484,2.351,,06:01
05/01/2017 08:00,14.14,12.73,175.6,3.453,5.757,120,3.207,7.84,07:44,160.7,2.329,,78.1,2.395,2.213,,07:01
05/01/2017 09:00,14.14,12.66,26.21,2.349,3.224,180,2.054,5.212,08:27,130.3,1.811,,78.2,2.445,1.725,,08:01
05/01/2017 10:00,14.15,12.61,53.98,1.146,3.128,30,2.251,4.282,09:44,69.09,2.351,,79.2,2.351,1.36,,09:01
05/01/2017 11:00,14.14,12.64,11.15,2.503,3.737,20,1.664,3.737,10:52,1.497,4.135,,67.3,5.388,2.776,,10:01
05/01/2017 12:00,14.13,12.68,3.376,1.807,3.737,10,1.496,3.737,12:00,358.7,6.155,,60.82,6.506,3.829,,11:01
05/01/2017 13:00,14.13,12.77,45.54,2.259,4.442,50,2.757,6.655,12:22,38.92,5.532,,66.94,6.299,4.255,,12:01
05/01/2017 14:00,14.12,12.93,71.7,1.226,2.647,20,1.833,4.571,13:08,24.02,6.974,,60.23,7.53,5.547,,13:01
05/01/2017 15:00,14.12,13.1,344.9,1.143,2.39,360,1.746,3.833,14:14,55.11,7.91,,59.32,8.83,6.456,,14:01
05/01/2017 16:00,14.11,13.28,43.99,1.283,2.39,30,1.096,2.647,15:06,352,5.999,,68.56,7.81,5.909,,15:01
05/01/2017 17:00,14.11,13.44,71.2,3.158,4.282,60,2.576,4.475,16:48,78.3,5.153,,72.1,6.009,5.153,,16:01
05/01/2017 18:00,14.11,13.57,62.04,2.383,4.442,70,3.685,5.501,17:36,68.14,4.463,,75.7,5.123,4.463,,17:01
05/01/2017 19:00,14.1,13.64,304,3.058,4.186,340,2.135,4.186,18:59,288.2,4.201,,78.1,4.694,3.825,,18:01
05/01/2017 20:00,14.1,13.64,341.2,0.82,2.166,340,2.213,4.475,19:06,272.9,3.917,,79.8,4.405,3.459,,19:01
05/01/2017 21:00,14.1,13.64,353,0.394,1.909,360,0.836,2.615,20:43,0.602,3.109,,81.5,3.896,2.913,,20:01
05/01/2017 22:00,14.11,13.6,286.2,1.328,2.166,360,0.591,2.198,21:50,271.5,3.194,,82.9,3.318,2.876,,21:01
05/01/2017 23:00,14.11,13.53,322.2,0.087,1.428,360,0.113,1.556,22:32,275.1,2.618,,84,3.265,2.598,,22:01
05/01/2017 00:00,14.11,13.48,19.65,0.002,0.155,360,0.357,1.653,23:39,14.71,2.235,,86.3,2.851,2.232,,23:01
06/01/2017 01:00,14.12,13.42,302.1,0.764,1.685,360,0.225,1.685,01:00,294,1.969,,86.6,2.479,1.919,,00:01
06/01/2017 02:00,14.12,13.35,249.3,0.924,2.198,290,1.68,3.897,01:35,282.9,1.509,,86.3,1.989,1.446,,01:01
06/01/2017 03:00,14.12,13.28,261.9,0.778,1.556,280,1.881,3.705,02:14,290.8,1.535,,86.2,1.76,1.402,,02:01
06/01/2017 04:00,14.12,13.22,281.5,3.452,5.084,250,2.099,5.084,04:00,275.5,1.532,,86.3,1.887,1.49,,03:01
06/01/2017 05:00,14.12,13.15,244.8,1.664,4.026,280,2.583,5.244,04:12,269.4,1.349,,88.7,1.788,1.349,,04:01
06/01/2017 06:00,14.13,13.08,253.6,1.208,2.422,250,1.487,2.967,05:15,246.7,1.778,,85.6,2.11,1.326,,05:01
06/01/2017 07:00,14.12,13.01,273.1,1.979,2.999,270,1.865,3.096,06:28,265.7,2.42,,87.3,2.485,1.792,,06:01
06/01/2017 08:00,14.13,12.93,358.4,3.823,6.174,350,3.138,6.591,07:36,357.1,3.775,,87.5,3.775,2.251,,07:01
06/01/2017 09:00,14.13,12.86,346.6,3.195,5.276,350,3.01,5.789,08:47,2.492,4.159,,86.1,4.187,3.741,,08:01
06/01/2017 10:00,14.13,12.84,2.934,4.035,6.238,360,3.604,9.77,09:47,351.7,4.661,,87.5,4.661,4.131,,09:01
06/01/2017 11:00,14.13,12.81,8.43,4.938,8.9,10,3.703,8.9,10:52,7.04,5.927,,82.3,5.986,4.689,,10:01
06/01/2017 12:00,14.13,12.84,14.8,5.314,9.73,10,5.396,10.21,11:25,6.815,6.74,,74.8,7.48,5.899,,11:01
06/01/2017 13:00,14.13,12.88,38.66,7.84,10.98,20,6.5,10.98,12:53,42.39,7.28,,67.23,7.75,6.859,,12:01
06/01/2017 14:00,14.12,12.95,36.74,5.522,9.7,30,6.154,11.59,13:02,31.73,7.22,,65.71,7.42,7.06,,13:01
06/01/2017 15:00,14.12,13.04,33.67,7.51,11.53,40,7.55,13.77,14:41,36.78,7.06,,66.37,7.3,7.06,,14:01
06/01/2017 16:00,14.12,13.1,35.94,7.31,11.59,40,7.29,12.68,15:08,41.05,6.339,,75.2,7.07,6.311,,15:01
06/01/2017 17:00,14.12,13.17,31.27,7.8,10.79,40,7.3,11.98,16:01,40.88,5.716,,81.5,6.347,5.716,,16:01
06/01/17 18:00,14.12,13.42,39.83,7.600,12.590,40,7.730,13.100,17:50,42.50,5.480,,88.20,5.693,5.462,,17:01
06/01/17 19:00,14.12,13.28,39.58,9.280,13.840,40,8.280,15.280,18:25,35.88,5.304,,89.90,5.518,5.295,,18:01
06/01/17 20:00,14.12,13.24,47.38,7.950,11.720,40,8.140,13.810,19:20,44.29,5.367,,92.50,5.367,5.219,,19:01
06/01/17 21:00,14.11,13.24,44.09,10.380,15.150,40,8.450,15.150,20:53,41.00,5.405,,95.40,5.434,5.326,,20:01
06/01/17 22:00,14.12,13.19,49.94,8.770,15.120,50,9.400,16.370,21:15,46.27,5.858,,95.00,5.863,5.407,,21:01
06/01/17 23:00,14.12,13.15,55.92,8.810,13.420,60,8.990,15.150,22:29,53.79,6.246,,95.40,6.246,5.808,,22:01
07/01/17 00:00,14.12,13.15,58.87,9.030,12.970,60,8.690,15.470,23:02,52.56,6.574,,95.70,6.574,6.262,,23:01
07/01/17 01:00,14.12,13.13,54.81,7.820,11.690,60,8.300,14.320,00:49,62.22,6.946,,96.60,6.955,6.569,,00:01
07/01/17 02:00,14.12,13.15,54.35,7.090,10.570,60,7.460,12.330,01:25,45.00,7.230,,97.40,7.250,6.953,,01:01
07/01/17 03:00,14.12,13.17,69.38,7.280,11.180,70,7.180,11.430,02:29,48.58,7.560,,97.80,7.560,7.250,,02:01
07/01/17 04:00,14.12,13.22,68.71,7.490,10.280,70,7.300,11.430,03:04,68.24,7.810,,98.10,7.820,7.570,,03:01
07/01/17 05:00,14.12,13.26,77.60,6.307,9.030,80,6.675,10.980,04:09,65.70,7.990,,98.20,8.000,7.810,,04:01
07/01/17 06:00,14.12,13.33,82.20,5.936,8.510,80,6.219,9.410,05:21,84.70,8.040,,98.50,8.050,7.970,,05:01
07/01/17 07:00,14.12,13.37,97.00,5.971,8.070,100,6.490,10.760,06:44,101.00,8.310,,98.50,8.330,8.040,,06:01
07/01/17 08:00,14.12,13.42,70.30,5.661,7.620,90,5.872,9.440,07:23,84.40,8.340,,98.60,8.360,8.300,,07:01
07/01/17 09:00,14.11,13.46,85.80,5.573,8.870,90,5.759,10.050,08:42,97.30,8.770,,98.50,8.780,8.340,,08:01
07/01/17 10:00,14.11,13.53,95.90,4.576,7.070,90,4.757,7.780,09:07,83.40,9.250,,98.20,9.260,8.790,,09:01
07/01/17 11:00,14.10,13.60,108.40,5.470,9.060,100,4.728,9.060,10:56,106.50,9.840,,97.80,9.840,9.280,,10:01
07/01/17 12:00,14.11,13.64,121.10,4.333,8.420,120,4.912,9.410,11:23,116.40,10.520,,95.50,10.530,9.810,,11:01
07/01/17 13:00,14.10,13.73,129.20,4.969,7.940,140,3.977,8.960,12:44,153.30,10.820,,92.80,10.820,10.480,,12:01
07/01/17 14:00,14.10,13.82,153.80,4.270,9.860,150,4.668,10.790,13:25,161.10,10.850,,90.50,10.910,10.730,,13:01
07/01/17 15:00,14.10,13.93,109.30,4.960,7.620,150,4.644,10.120,14:01,152.20,11.030,,87.30,11.070,10.870,,14:01
07/01/17 16:00,14.09,14.02,156.60,3.570,7.230,160,4.814,9.990,15:31,139.90,11.120,,82.20,11.300,11.030,,15:01
07/01/17 17:00,14.09,14.11,179.10,2.293,5.501,180,3.259,10.090,16:04,155.00,10.850,,88.00,11.120,10.800,,16:01
07/01/17 18:00,14.09,14.18,148.70,3.297,5.885,160,3.917,8.770,17:15,156.40,10.840,,88.90,10.850,10.640,,17:01
07/01/17 19:00,14.09,14.25,172.80,1.373,3.609,160,3.093,9.770,18:16,159.70,10.490,,90.80,10.840,10.460,,18:01
07/01/17 20:00,14.09,14.32,89.20,1.338,3.416,70,1.644,3.833,19:50,93.80,10.580,,91.70,10.580,10.450,,19:01
07/01/17 21:00,14.09,14.38,16.35,2.291,3.737,300,1.701,6.912,20:19,283.70,10.240,,93.70,10.680,10.070,,20:01
07/01/17 22:00,14.08,14.47,60.39,3.785,5.212,70,3.280,5.212,21:57,59.91,10.330,,92.50,10.480,10.250,,21:01
07/01/17 23:00,14.07,14.53,87.10,3.899,5.693,70,4.480,6.783,22:14,71.00,10.220,,93.30,10.350,10.200,,22:01
08/01/17 00:00,14.07,14.60,85.30,4.494,5.982,90,4.547,7.010,23:46,73.40,10.020,,93.90,10.290,10.020,,23:01
08/01/17 01:00,14.07,14.64,90.70,4.031,5.629,90,4.178,6.142,00:26,105.20,10.040,,93.40,10.180,10.000,,00:01
08/01/17 02:00,14.07,14.71,81.00,3.641,4.667,80,4.129,5.918,01:44,84.20,9.970,,92.60,10.070,9.950,,01:01
08/01/17 03:00,14.07,14.75,81.40,3.125,4.090,80,3.566,6.655,02:15,100.40,9.970,,90.90,10.140,9.950,,02:01
08/01/17 04:00,14.07,14.82,129.40,1.522,3.128,110,2.654,4.378,03:02,81.00,10.290,,87.80,10.300,9.940,,03:01
08/01/17 05:00,14.07,14.87,143.20,1.727,2.935,140,2.393,5.212,04:16,129.70,10.410,,81.00,10.460,10.310,,04:01
08/01/17 06:00,14.07,14.91,350.30,2.194,2.711,360,1.274,2.775,05:01,140.20,9.920,,86.20,10.480,9.920,,05:01
08/01/17 07:00,14.07,14.96,66.94,1.810,2.454,30,2.696,4.539,06:05,32.36,9.440,,92.10,9.910,9.410,,06:01
08/01/17 08:00,14.07,14.98,54.73,2.726,3.865,50,2.209,3.865,07:57,47.38,9.390,,92.20,9.520,9.390,,07:01
08/01/17 09:00,14.07,15.00,63.09,2.036,3.064,60,1.586,3.480,08:02,62.87,9.400,,92.40,9.440,9.310,,08:01
08/01/17 10:00,14.07,15.03,82.50,2.897,4.250,70,3.236,4.827,09:47,83.40,9.520,,93.60,9.520,9.370,,09:01
08/01/17 11:00,14.07,15.07,27.44,2.335,3.320,40,1.514,3.320,10:59,22.90,9.810,,92.40,9.960,9.500,,10:01
08/01/17 12:00,14.06,15.12,72.10,2.694,3.929,50,3.492,6.046,11:31,46.49,10.350,,90.60,10.350,9.750,,11:01
08/01/17 13:00,14.06,15.16,62.97,4.345,5.821,80,4.058,6.495,12:48,74.60,10.480,,85.10,11.130,10.260,,12:01
08/01/17 14:00,14.06,15.21,61.37,3.944,5.661,60,3.875,5.853,13:19,90.70,10.590,,83.90,10.770,10.470,,13:01
08/01/17 15:00,14.05,15.25,54.03,3.560,4.859,70,4.537,7.100,14:34,68.40,10.020,,88.90,10.730,9.990,,14:01
08/01/17 16:00,14.05,15.32,70.80,2.860,4.442,90,3.619,5.757,15:33,85.90,9.980,,92.20,10.300,9.980,,15:01
08/01/17 17:00,14.04,15.37,2.63,2.809,3.609,360,2.852,4.539,16:01,67.14,9.730,,94.20,10.050,9.630,,16:01
08/01/17 18:00,14.05,15.39,348.30,2.649,3.545,360,1.932,3.737,17:02,6.12,9.490,,93.80,9.880,9.490,,17:01
08/01/17 19:00,14.05,15.44,328.30,3.672,5.629,330,2.814,5.629,18:58,316.00,9.180,,95.50,9.620,9.150,,18:01
08/01/17 20:00,14.05,15.44,326.90,4.354,6.238,330,3.781,6.238,20:00,328.50,9.310,,94.70,9.350,9.110,,19:01
08/01/17 21:00,14.05,15.46,354.60,4.079,7.360,360,5.508,8.930,20:15,330.60,9.230,,95.20,9.330,9.190,,20:01
08/01/17 22:00,14.05,15.48,349.80,3.203,4.122,360,3.152,5.180,21:32,347.70,9.410,,95.40,9.440,9.210,,21:01
08/01/17 23:00,14.05,15.48,35.57,3.631,8.260,40,2.832,8.260,23:00,49.90,9.600,,95.00,9.730,9.400,,22:01
09/01/17 00:00,14.05,15.51,46.75,6.486,9.860,30,5.839,9.860,23:54,49.98,9.050,,96.50,9.520,9.030,,23:01
09/01/17 01:00,14.05,15.51,40.15,4.480,7.520,50,5.580,9.990,00:08,41.34,8.990,,96.80,9.080,8.950,,00:01
09/01/17 02:00,14.04,15.51,51.28,8.450,13.520,50,5.624,13.520,01:58,49.05,9.090,,95.60,9.120,8.990,,01:01
09/01/17 03:00,14.05,15.53,67.76,7.860,12.840,60,7.240,13.230,02:01,59.00,8.890,,95.10,9.110,8.890,,02:01
